FID,PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate
554,0037XX 29 AV S,3753591,MP 2018 998157,3,2018/04/14 20:40:43,2018/04/14 00:00:00,00:00:00,TFMV,Theft From Motr Vehc,7,2018/04/14 20:40:43,15581,44.9350103,-93.2308515,"-10,378,410.9154","5,611,295.9847",STANDISH,2018/04/15 09:42:38,2018/04/15 20:00:35
555,0004XX Chicago AV S,3753595,MP 2018 117596,1,2018/04/14 21:45:00,2018/04/14 11:00:00,11:00:00,THFTSW,Theft By Swindle,7,2018/04/14 21:44:50,18604,44.97466322,-93.25938727,"-10,381,587.5024","5,617,533.6098",DOWNTOWN EAST,2018/04/15 00:17:29,2018/04/15 20:00:35
556,00001X Grant ST E,3753596,MP 2018 117711,1,2018/04/14 22:04:00,2018/04/14 20:39:59,20:40:00,DASLT2,2nd Deg Domes Aslt,5,2018/04/14 22:03:20,16711,44.9698153,-93.27713789,"-10,383,563.4922","5,616,770.7737",LORING PARK,2018/04/15 07:24:53,2018/04/15 20:00:35
557,0029XX Logan AV N,3753603,MP 2018 117817,4,2018/04/14 23:10:59,2018/04/14 20:00:00,20:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/14 23:34:33,10712,45.010505,-93.30317232,"-10,386,461.6321","5,623,175.4343",JORDAN,2018/04/15 00:37:01,2018/04/15 20:00:35
558,0007XX Broadway AV W,3753630,MP 2018 118002,4,2018/04/15 08:19:59,2018/04/15 06:10:00,06:10:00,THEFT,Other Theft,7,2018/04/15 08:27:10,17562,44.99913768,-93.28875577,"-10,384,856.7885","5,621,385.7319",NEAR - NORTH,2018/04/15 09:59:00,2018/04/15 20:00:35
559,0022XX 52 ST W,3753639,MP 2018 998154,5,2018/04/15 10:26:08,2018/04/14 15:30:00,15:30:00,THEFT,Other Theft,7,2018/04/15 10:26:08,13925,44.90875667,-93.30803195,"-10,387,002.6038","5,607,168.5109",LYNNHURST,2018/04/15 10:26:15,2018/04/15 20:00:35
560,0028XX University AV SE,3753641,MP 2018 118041,2,2018/04/15 10:50:59,2018/04/15 08:10:00,08:10:00,DASLT2,2nd Deg Domes Aslt,5,2018/04/15 10:47:24,21974,44.97139491,-93.21626788,"-10,376,787.4743","5,617,019.3241",PROSPECT PARK - EAST RIVER ROAD,2018/04/16 07:16:34,2018/04/16 20:00:32
561,0030XX HARRIET AV ,3753642,MP 2018 998153,5,2018/04/15 10:52:12,2018/04/13 23:00:00,23:00:00,TFMV,Theft From Motr Vehc,7,2018/04/15 10:52:12,11382,44.94748352,-93.28556032,"-10,384,501.0736","5,613,257.6269",LYNDALE,2018/04/15 10:52:16,2018/04/15 20:00:35
562,0056XX Lyndale AV S,3753649,MP 2018 118149,5,2018/04/15 13:34:59,2018/04/15 06:00:00,06:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/15 13:34:49,22381,44.90029084,-93.28823949,"-10,384,799.317","5,605,837.9538",WINDOM,2018/04/15 14:55:29,2018/04/15 20:00:35
563,00001X Lake ST W,3753662,MP 2018 118217,5,2018/04/15 15:30:00,2018/04/15 14:41:00,14:41:00,SHOPLF,Shoplifting,7,2018/04/15 15:30:29,21928,44.94834704,-93.27880784,"-10,383,749.3904","5,613,393.4476",WHITTIER,2018/04/15 19:47:35,2018/04/15 20:00:35
564,0028XX 26 AV S,3753665,MP 2018 118251,3,2018/04/15 15:59:59,2018/04/15 15:49:59,15:50:00,SHOPLF,Shoplifting,7,2018/04/15 16:16:18,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/04/15 23:19:03,2018/04/16 20:00:32
565,0048XX GARFIELD AV ,3753666,MP 2018 998151,5,2018/04/15 16:21:33,2018/04/05 09:59:59,10:00:00,THEFT,Other Theft,7,2018/04/15 16:21:33,12686,44.9150422,-93.28700086,"-10,384,661.4331","5,608,156.5213",TANGLETOWN,2018/04/15 16:21:35,2018/04/15 20:00:35
566,0036XX Fremont AV N,3753672,MP 2018 118223,4,2018/04/15 17:22:00,2018/04/14 18:00:00,18:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/15 17:21:23,10022,45.02126793,-93.2956041,"-10,385,619.1418","5,624,870.3088",FOLWELL,2018/04/16 06:39:27,2018/04/16 20:00:32
567,0015XX Park AV S,3753674,MP 2018 118241,1,2018/04/15 18:01:00,2018/04/13 17:00:00,17:00:00,THEFT,Other Theft,7,2018/04/15 18:01:02,17440,44.96761371,-93.26510456,"-10,382,223.9488","5,616,424.3681",ELLIOT PARK,2018/04/16 07:40:01,2018/04/16 20:00:32
568,0015XX Broadway AV W,3753679,MP 2018 118307,4,2018/04/15 19:02:00,2018/04/15 17:15:00,17:15:00,ROBPER,Robbery Of Person,4,2018/04/15 19:01:25,14792,44.99962492,-93.29979483,"-10,386,085.652","5,621,462.4371",JORDAN,2018/04/16 00:39:48,2018/04/16 20:00:32
569,0006XX Hennepin AV S,3753680,MP 2018 118336,1,2018/04/15 18:59:59,2018/04/15 18:00:00,18:00:00,THEFT,Other Theft,7,2018/04/15 19:11:38,17240,44.97839171,-93.27422196,"-10,383,238.8928","5,618,120.344",DOWNTOWN WEST,2018/04/16 01:46:19,2018/04/16 20:00:32
570,0001XX Marquette AV S,3753684,MP 2018 118228,1,2018/04/15 20:10:00,2018/04/14 18:59:59,19:00:00,BURGD,Burglary Of Dwelling,6,2018/04/15 20:08:55,21316,44.98218068,-93.26593653,"-10,382,316.563","5,618,716.635",DOWNTOWN WEST,2018/04/16 07:38:53,2018/04/16 20:00:32
571,0014XX LAGOON AV ,3753690,MP 2018 998148,5,2018/04/15 22:01:30,2018/04/13 21:59:59,22:00:00,THEFT,Other Theft,7,2018/04/15 22:01:30,20412,44.94925921,-93.29954633,"-10,386,057.9886","5,613,536.9206",EAST ISLES,2018/04/16 10:26:12,2018/04/16 20:00:32
572,0016XX Broadway AV W,3753696,MP 2018 118348,4,2018/04/15 23:10:59,2018/04/15 18:00:00,18:00:00,THEFT,Other Theft,7,2018/04/15 23:11:34,14793,44.99945235,-93.30128954,"-10,386,252.0416","5,621,435.2699",WILLARD - HAY,2018/04/16 06:39:44,2018/04/16 20:00:32
573,0026XX Hennepin AV S,3753716,MP 2018 118678,5,2018/04/16 00:45:00,2018/04/16 00:11:00,00:11:00,THEFT,Other Theft,7,2018/04/16 00:41:06,17300,44.954203,-93.29739573,"-10,385,818.5853","5,614,314.5647",EAST ISLES,2018/04/16 04:19:07,2018/04/16 20:00:32
574,0016XX New Brighton BL ,3753720,MP 2018 118595,2,2018/04/16 01:09:59,2018/04/15 21:24:59,21:25:00,TFMV,Theft From Motr Vehc,7,2018/04/16 01:10:12,21511,45.00363907,-93.22883412,"-10,378,186.3417","5,622,094.4019",NORTHEAST PARK,2018/04/16 09:04:35,2018/04/16 20:00:32
575,24 ST E / Elliot AV S,3753722,MP 2018 118606,3,2018/04/16 01:50:00,2018/04/15 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/04/16 01:50:45,,44.95912,-93.26129,"-10,381,799.35","5,615,088.257",VENTURA VILLAGE,2018/04/16 08:16:16,2018/04/16 20:00:32
576,0044XX Lyndale AV S,3753736,MP 2018 118891,5,2018/04/16 06:55:00,2018/04/15 20:00:00,20:00:00,BURGD,Burglary Of Dwelling,6,2018/04/16 08:15:17,19261,44.92227872,-93.28832478,"-10,384,808.8117","5,609,294.1487",KING FIELD,2018/04/16 15:11:10,2018/04/16 20:00:32
577,0039XX 12 AV S,3753745,MP 2018 118918,3,2018/04/16 09:40:00,2018/04/15 20:00:00,20:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/16 09:42:13,18805,44.93143796,-93.25745293,"-10,381,372.1723","5,610,734.2458",BANCROFT,2018/04/16 18:14:17,2018/04/16 20:00:32
578,0029XX Tyler ST NE,3753762,MP 2018 119055,2,2018/04/16 11:50:00,2018/04/15 09:00:00,09:00:00,THFTSW,Theft By Swindle,7,2018/04/16 11:49:55,10702,45.02129399,-93.24606744,"-10,380,104.7455","5,624,874.412",AUDUBON PARK,2018/04/16 13:54:29,2018/04/16 20:00:32
579,Chicago AV S / Franklin AV E,3753763,MP 2018 119059,3,2018/04/16 11:48:00,2018/04/11 18:00:00,18:00:00,TFPER,Theft From Person,7,2018/04/16 11:56:46,,44.9627,-93.26255,"-10,381,940.07","5,615,651.971",VENTURA VILLAGE,2018/04/16 18:18:25,2018/04/16 20:00:32
580,0002XX Grant ST W,3753773,MP 2018 119126,1,2018/04/16 13:12:59,2018/04/12 15:30:00,15:30:00,THEFT,Other Theft,7,2018/04/16 13:13:01,16721,44.96986382,-93.2813424,"-10,384,031.5367","5,616,778.4077",LORING PARK,2018/04/16 16:27:40,2018/04/16 20:00:32
581,0024XX Park AV S,3753777,MP 2018 119128,3,2018/04/16 13:31:00,2018/04/16 12:14:59,12:15:00,AUTOTH,Motor Vehicle Theft,8,2018/04/16 13:31:07,21893,44.95821728,-93.26511837,"-10,382,225.486","5,614,946.0495",PHILLIPS WEST,2018/04/16 18:14:03,2018/04/16 20:00:32
582,00005X Glenwood AV ,3753788,MP 2018 119173,1,2018/04/16 14:15:00,2018/04/16 13:12:00,13:12:00,THEFT,Other Theft,7,2018/04/16 14:12:19,20627,44.97889468,-93.28016424,"-10,383,900.3846","5,618,199.4969",DOWNTOWN WEST,2018/04/16 16:44:59,2018/04/16 20:00:32
583,0027XX Hennepin AV S,3753791,MP 2018 119141,5,2018/04/16 12:33:00,2018/04/16 12:10:00,12:10:00,THEFT,Other Theft,7,2018/04/16 14:23:01,22779,44.95286437,-93.29798519,"-10,385,884.2035","5,614,103.9957",EAST ISLES,2018/04/16 15:13:35,2018/04/16 20:00:32
584,0013XX 2 AV S,3753795,MP 2018 119135,1,2018/04/16 14:25:00,2018/04/16 12:00:00,12:00:00,THEFT,Other Theft,7,2018/04/16 14:41:16,25845,44.96976154,-93.27499862,"-10,383,325.3499","5,616,762.3157",LORING PARK,2018/04/16 16:25:13,2018/04/16 20:00:32
585,0010XX 14 ST E,3753812,MP 2018 998147,1,2018/04/16 15:49:57,2018/03/01 09:59:59,10:00:00,THEFT,Other Theft,7,2018/04/16 15:49:57,20572,44.96885453,-93.25892896,"-10,381,536.4839","5,616,619.602",ELLIOT PARK,2018/04/16 15:50:04,2018/04/16 20:00:32
586,0010XX 14 ST E,3753815,MP 2018 998146,1,2018/04/16 15:57:31,2018/04/09 18:00:00,18:00:00,THEFT,Other Theft,7,2018/04/16 15:57:31,20572,44.96885453,-93.25892896,"-10,381,536.4839","5,616,619.602",ELLIOT PARK,2018/04/16 15:57:34,2018/04/16 20:00:32
587,0025XX Lake ST E,3753830,MP 2018 119308,3,2018/04/16 17:16:59,2018/04/16 15:59:00,15:59:00,SHOPLF,Shoplifting,7,2018/04/16 17:17:12,19097,44.94837171,-93.23514707,"-10,378,889.0961","5,613,397.3273",LONGFELLOW,2018/04/16 18:29:17,2018/04/16 20:00:32
588,0025XX Cedar AV S,3742273,MP 2018 057631,3,2018/02/23 05:21:00,2018/02/22 23:36:59,23:37:00,THEFT,Other Theft,7,2018/02/23 05:21:09,16946,44.95779751,-93.24733141,"-10,380,245.4502","5,614,880.0125",EAST PHILLIPS,2018/02/24 14:45:53,2018/02/24 20:00:32
589,0035XX 46 ST E,3742298,MP 2018 057812,3,2018/02/23 09:00:00,2018/02/22 15:59:59,16:00:00,BURGD,Burglary Of Dwelling,6,2018/02/23 08:40:23,15791,44.91968663,-93.22103275,"-10,377,317.8975","5,608,886.639",ERICSSON,2018/02/24 14:29:18,2018/02/24 20:00:32
590,0024XX 18 AV S,3742320,MP 2018 057892,3,2018/02/23 10:31:00,2018/02/22 21:00:00,21:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/23 10:30:59,18172,44.95823739,-93.24859419,"-10,380,386.0221","5,614,949.2121",EAST PHILLIPS,2018/02/24 14:44:59,2018/02/24 20:00:32
591,0018XX 28 ST E,3742345,MP 2018 057944,3,2018/02/23 13:30:00,2018/02/14 00:01:00,00:01:00,BURGB,Burglary Of Business,6,2018/02/23 12:44:29,25739,44.95195965,-93.24524386,"-10,380,013.0654","5,613,961.6848",EAST PHILLIPS,2018/02/24 14:47:57,2018/02/24 20:00:32
592,0039XX 5 AV S,3742357,MP 2018 058027,3,2018/02/23 13:30:00,2018/02/19 12:00:00,12:00:00,BURGD,Burglary Of Dwelling,6,2018/02/23 13:33:11,11660,44.93144752,-93.26884107,"-10,382,639.895","5,610,735.7501",BRYANT,2018/02/24 14:48:51,2018/02/24 20:00:32
593,0013XX Broadway AV W,3742366,MP 2018 058095,4,2018/02/23 15:59:59,2018/02/23 12:59:59,13:00:00,ROBPAG,Robbery Per Agg,4,2018/02/23 14:06:03,19613,44.99927161,-93.29814568,"-10,385,902.069","5,621,406.8173",NEAR - NORTH,2018/02/24 04:51:45,2018/02/24 20:00:32
594,0034XX Lake ST E,3742411,MP 2018 058040,3,2018/02/23 16:24:00,2018/02/23 12:14:00,12:14:00,THEFT,Other Theft,7,2018/02/23 16:16:20,19374,44.94836332,-93.22229507,"-10,377,458.4173","5,613,396.0079",LONGFELLOW,2018/02/24 14:32:16,2018/02/24 20:00:32
595,0018XX Riverside AV ,3742412,MP 2018 058261,1,2018/02/23 16:17:00,2018/02/23 15:24:59,15:25:00,THEFT,Other Theft,7,2018/02/23 16:16:56,22618,44.96987437,-93.24645242,"-10,380,147.6021","5,616,780.0688",CEDAR RIVERSIDE,2018/02/23 21:39:53,2018/02/24 20:00:32
596,0031XX Lake ST E,3742417,MP 2018 058281,3,2018/02/23 16:53:00,2018/02/23 15:59:59,16:00:00,THEFT,Other Theft,7,2018/02/23 16:52:11,14408,44.94837258,-93.22638723,"-10,377,913.9552","5,613,397.4638",LONGFELLOW,2018/02/24 14:50:36,2018/02/24 20:00:32
597,0032XX 3 ST N,3742423,MP 2018 057913,4,2018/02/23 17:39:59,2018/02/22 09:59:59,10:00:00,THEFT,Other Theft,7,2018/02/23 17:38:38,14884,45.01372855,-93.28338846,"-10,384,259.3027","5,623,683.0251",MCKINLEY,2018/02/24 13:31:16,2018/02/24 20:00:32
598,0031XX Sheridan AV N,3742428,MP 2018 058367,4,2018/02/23 17:00:00,2018/02/22 02:00:00,02:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/23 17:56:50,10720,45.01234399,-93.31207412,"-10,387,452.576","5,623,465.0049",JORDAN,2018/02/24 00:01:11,2018/02/24 20:00:32
599,0020XX Washington AV N,3742432,MP 2018 058442,4,2018/02/23 18:46:00,2018/02/23 18:30:59,18:31:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/23 18:45:40,21518,44.99967483,-93.2818354,"-10,384,086.4172","5,621,470.2946",HAWTHORNE,2018/02/24 00:59:21,2018/02/24 20:00:32
600,0009XX Lowry AV NE,3742434,MP 2018 058329,2,2018/02/23 19:06:59,2018/02/23 16:44:59,16:45:00,ROBPAG,Robbery Per Agg,4,2018/02/23 19:05:19,20469,45.01316255,-93.24822607,"-10,380,345.044","5,623,593.8984",HOLLAND,2018/02/23 21:09:36,2018/02/24 20:00:32
601,0043XX Pillsbury AV S,3742436,MP 2018 058200,5,2018/02/23 19:09:00,2018/02/23 14:45:00,14:45:00,BURGD,Burglary Of Dwelling,6,2018/02/23 19:08:57,12814,44.92413384,-93.28182613,"-10,384,085.3852","5,609,585.8083",KING FIELD,2018/02/23 21:53:26,2018/02/24 20:00:32
602,0018XX Portland AV S,3742438,MP 2018 058414,3,2018/02/23 19:20:00,2018/02/23 17:29:59,17:30:00,BURGD,Burglary Of Dwelling,6,2018/02/23 19:21:00,22539,44.96452449,-93.26765521,"-10,382,507.8855","5,615,938.3214",VENTURA VILLAGE,2018/02/24 14:52:37,2018/02/24 20:00:32
603,0028XX 26 AV S,3742441,MP 2018 058427,3,2018/02/23 19:57:59,2018/02/23 18:14:59,18:15:00,THEFT,Other Theft,7,2018/02/23 19:52:12,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/02/23 23:58:00,2018/02/24 20:00:32
604,0014XX Barnes PL ,3742442,MP 2018 058486,4,2018/02/23 20:00:00,2018/02/23 18:59:59,19:00:00,DASLT2,2nd Deg Domes Aslt,5,2018/02/23 19:57:19,15334,44.98811918,-93.29912739,"-10,386,011.3529","5,619,651.2879",NEAR - NORTH,2018/02/24 00:16:47,2018/02/24 20:00:32
605,0003XX Broadway ST NE,3742452,MP 2018 999002,2,2018/02/23 21:19:57,2018/02/23 15:30:00,15:30:00,THEFT,Other Theft,7,2018/02/23 21:19:57,15681,44.9987045,-93.26240584,"-10,381,923.5279","5,621,317.538",ST. ANTHONY WEST,2018/02/23 21:20:00,2018/02/24 20:00:32
606,0014XX Portland AV S,3742454,MP 2018 058494,1,2018/02/23 21:36:59,2018/02/23 19:25:59,19:26:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/23 21:37:13,18562,44.96848547,-93.26765708,"-10,382,508.0935","5,616,561.5319",ELLIOT PARK,2018/02/24 01:53:06,2018/02/24 20:00:32
607,0009XX Broadway AV W,3742469,MP 2018 058253,4,2018/02/23 15:21:59,2018/02/22 15:00:00,15:00:00,THEFT,Other Theft,7,2018/02/23 22:49:35,15960,44.99914804,-93.29181556,"-10,385,197.4033","5,621,387.3639",HAWTHORNE,2018/02/24 02:50:33,2018/02/24 20:00:32
608,0035XX Queen AV N,3742470,MP 2018 058700,4,2018/02/23 22:57:59,2018/02/23 11:00:00,11:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/23 22:55:58,10357,45.019562,-93.30953497,"-10,387,169.9193","5,624,601.648",CLEVELAND,2018/02/24 04:49:33,2018/02/24 20:00:32
609,0038XX Fremont AV N,3742474,MP 2018 058659,4,2018/02/23 23:00:00,2018/02/18 15:59:59,16:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/23 23:05:32,10008,45.02489278,-93.29565034,"-10,385,624.2889","5,625,441.1967",WEBBER - CAMDEN,2018/02/24 17:41:56,2018/02/24 20:00:32
610,0060XX Lyndale AV S,3742477,MP 2018 058836,5,2018/02/23 23:39:59,2018/02/23 22:15:00,22:15:00,THEFT,Other Theft,7,2018/02/23 23:30:58,21972,44.89331211,-93.28834196,"-10,384,810.7241","5,604,741.2701",WINDOM,2018/02/24 04:35:26,2018/02/24 20:00:32
611,0011XX Jefferson ST NE,3742485,MP 2018 058813,2,2018/02/24 00:30:00,2018/02/23 22:40:00,22:40:00,DASLT2,2nd Deg Domes Aslt,5,2018/02/24 00:17:11,21170,44.99980588,-93.25498709,"-10,381,097.6766","5,621,490.9259",LOGAN PARK,2018/02/24 05:39:43,2018/02/24 20:00:32
612,0037XX Russell AV N,3742493,MP 2018 058844,4,2018/02/24 01:30:00,2018/02/23 23:15:00,23:15:00,THEFT,Other Theft,7,2018/02/24 01:25:32,20771,45.02318532,-93.31086577,"-10,387,318.0628","5,625,172.2786",CLEVELAND,2018/02/24 04:40:09,2018/02/24 20:00:32
613,0047XX Pleasant AV S,3742507,MP 2018 059222,5,2018/02/24 05:21:00,2018/02/23 23:00:00,23:00:00,BURGD,Burglary Of Dwelling,6,2018/02/24 05:20:47,12964,44.91688203,-93.28314297,"-10,384,231.9748","5,608,445.7411",TANGLETOWN,2018/02/24 08:52:56,2018/02/24 20:00:32
614,0001XX Rustic Lodge AV E,3742551,MP 2018 059246,5,2018/02/24 08:19:00,2018/02/23 21:59:59,22:00:00,BURGD,Burglary Of Dwelling,6,2018/02/24 08:19:19,12609,44.91468417,-93.27544055,"-10,383,374.5458","5,608,100.2403",TANGLETOWN,2018/02/24 09:47:26,2018/02/24 20:00:32
615,6TH ST  / 47 AV N,3742553,MP 2018 999001,99,2018/02/24 08:32:46,2018/02/23 12:14:00,12:14:00,THEFT,Other Theft,7,2018/02/24 08:32:46,,45.04032,-93.2876,"-10,384,727.67","5,627,872.018",LIND - BOHANON,2018/02/24 08:32:54,2018/02/24 20:00:32
616,0052XX 35 AV S,3742554,MP 2018 999000,3,2018/02/24 08:53:52,2018/02/22 15:00:00,15:00:00,TFMV,Theft From Motr Vehc,7,2018/02/24 08:53:52,13404,44.90809314,-93.22159464,"-10,377,380.4465","5,607,064.2186",MINNEHAHA,2018/02/24 14:42:44,2018/02/24 20:00:32
617,0036XX 25 AV S,3742563,MP 2018 998999,3,2018/02/24 09:28:12,2018/02/24 09:04:59,09:05:00,TMVP,Theft-motr Veh Parts,7,2018/02/24 09:28:12,11462,44.93682324,-93.23592823,"-10,378,976.0538","5,611,581.0762",STANDISH,2018/02/24 14:42:15,2018/02/24 20:00:32
618,0059XX 10 AV S,3742569,MP 2018 059281,3,2018/02/24 09:49:00,2018/02/24 00:01:00,00:01:00,BURGD,Burglary Of Dwelling,6,2018/02/24 09:48:49,21348,44.89521518,-93.26035181,"-10,381,694.8752","5,605,040.3171",DIAMOND LAKE,2018/02/24 14:54:22,2018/02/24 20:00:32
619,0060XX 5 AV S,3742579,MP 2018 059290,3,2018/02/24 11:23:59,2018/02/23 18:00:00,18:00:00,BURGD,Burglary Of Dwelling,6,2018/02/24 11:23:04,12883,44.89340449,-93.26909509,"-10,382,668.1726","5,604,755.7867",DIAMOND LAKE,2018/02/24 14:54:33,2018/02/24 20:00:32
620,0055XX Blaisdell AV S,3742580,MP 2018 059344,5,2018/02/24 11:29:59,2018/02/23 23:00:00,23:00:00,BURGD,Burglary Of Dwelling,6,2018/02/24 11:30:41,13762,44.90282414,-93.27932315,"-10,383,806.7543","5,606,236.0866",WINDOM,2018/02/24 13:46:06,2018/02/24 20:00:32
621,0022XX Blaisdell AV S,3742596,MP 2018 059475,5,2018/02/24 14:19:00,2018/02/24 02:00:00,02:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/24 14:18:33,16776,44.96000889,-93.27960819,"-10,383,838.4847","5,615,227.9001",WHITTIER,2018/02/24 15:00:36,2018/02/24 20:00:32
622,0001XX 5 ST N,3742605,MP 2018 998998,1,2018/02/24 14:48:29,2018/02/24 00:59:59,01:00:00,THEFT,Other Theft,7,2018/02/24 14:48:29,17874,44.98078144,-93.27429567,"-10,383,247.0982","5,618,496.4248",DOWNTOWN WEST,2018/02/24 14:48:34,2018/02/24 20:00:32
623,0001XX 3 AV S,3743737,MP 2018 065183,1,2018/03/01 13:15:00,2018/02/28 12:16:00,12:16:00,THEFT,Other Theft,7,2018/03/01 13:15:16,17112,44.98147783,-93.26283949,"-10,381,971.8024","5,618,606.02",DOWNTOWN WEST,2018/04/02 09:30:30,2018/04/02 20:00:34
624,5 ST N / 6 AV N,3750303,MP 2018 101301,1,2018/03/30 21:30:00,2018/03/30 03:00:00,03:00:00,ASLT2,Asslt W/dngrs Weapon,5,2018/03/30 21:30:04,,44.98444,-93.27932,"-10,383,806.34","5,619,072.255",NORTH LOOP,2018/03/31 21:52:38,2018/04/01 20:00:34
625,10 AV N / 3 ST N,3750313,MP 2018 101168,1,2018/03/30 22:25:00,2018/03/30 17:00:00,17:00:00,THEFT,Other Theft,7,2018/03/30 22:24:03,,44.98946,-93.28177,"-10,384,079.37","5,619,861.963",NORTH LOOP,2018/03/31 21:41:30,2018/04/01 20:00:34
626,00001X 5 ST S,3750354,MP 2018 101677,1,2018/03/31 03:59:59,2018/03/31 00:59:59,01:00:00,ROBPER,Robbery Of Person,4,2018/03/31 03:38:28,25831,44.9792772,-93.27150683,"-10,382,936.646","5,618,259.6951",DOWNTOWN WEST,2018/03/31 23:37:08,2018/04/01 20:00:34
627,0025XX Hennepin AV S,3750359,MP 2018 101700,5,2018/03/31 04:50:00,2018/03/31 03:59:59,04:00:00,THEFT,Other Theft,7,2018/03/31 04:21:56,21961,44.95591343,-93.29652751,"-10,385,721.9351","5,614,583.6257",EAST ISLES,2018/04/01 02:02:20,2018/04/01 20:00:34
628,0030XX Hennepin AV S,3750498,MP 2018 102090,5,2018/03/31 16:41:00,2018/03/27 15:53:59,15:54:00,SHOPLF,Shoplifting,7,2018/03/31 16:40:37,11281,44.9474742,-93.29829195,"-10,385,918.3514","5,613,256.1615",ECCO,2018/04/01 00:56:45,2018/04/01 20:00:34
629,5 ST N / 8 AV N,3750510,MP 2018 102207,1,2018/03/31 17:29:59,2018/03/30 17:29:59,17:30:00,TFMV,Theft From Motr Vehc,7,2018/03/31 19:32:38,,44.98629,-93.28192,"-10,384,095.42","5,619,363.846",NORTH LOOP,2018/04/01 00:01:20,2018/04/01 20:00:34
630,0025XX Lake ST E,3750517,MP 2018 102240,3,2018/03/31 20:05:00,2018/03/31 18:13:00,18:13:00,SHOPLF,Shoplifting,7,2018/03/31 20:04:53,19097,44.94837171,-93.23514707,"-10,378,889.0961","5,613,397.3273",LONGFELLOW,2018/04/01 06:37:48,2018/04/01 20:00:34
631,0019XX Park AV S,3750520,MP 2018 102356,3,2018/03/31 20:22:00,2018/03/30 19:54:59,19:55:00,THEFT,Other Theft,7,2018/03/31 20:22:30,20569,44.96332371,-93.26510627,"-10,382,224.1385","5,615,749.4013",VENTURA VILLAGE,2018/03/31 21:21:34,2018/04/01 20:00:34
632,0033XX Aldrich AV S,3750524,MP 2018 102377,5,2018/03/31 20:35:00,2018/03/31 12:30:00,12:30:00,BURGD,Burglary Of Dwelling,6,2018/03/31 20:34:57,20662,44.94211018,-93.28944895,"-10,384,933.9533","5,612,412.518",CARAG,2018/04/01 14:07:45,2018/04/01 20:00:34
633,0025XX Lake ST E,3750526,MP 2018 102021,3,2018/03/31 20:42:00,2018/03/31 14:06:59,14:07:00,SHOPLF,Shoplifting,7,2018/03/31 20:40:04,19097,44.94837171,-93.23514707,"-10,378,889.0961","5,613,397.3273",LONGFELLOW,2018/04/01 06:33:56,2018/04/01 20:00:34
634,0030XX Lyndale AV S,3750532,MP 2018 102123,5,2018/03/31 21:24:59,2018/03/31 01:44:59,01:45:00,CSCR,Crim Sex Cond-rape,3,2018/03/31 21:14:00,19250,44.94748459,-93.28810737,"-10,384,784.6096","5,613,257.795",CARAG,2018/04/01 00:56:17,2018/04/01 20:00:34
635,0006XX Lowry AV N,3750549,MP 2018 102204,4,2018/03/31 23:03:00,2018/03/31 17:38:00,17:38:00,ASLT2,Asslt W/dngrs Weapon,5,2018/03/31 23:02:09,25904,45.0129579,-93.28721804,"-10,384,685.6093","5,623,561.6723",HAWTHORNE,2018/04/02 06:43:42,2018/04/02 20:00:34
636,0028XX 13 AV S,3750557,MP 2018 102583,3,2018/03/31 23:26:00,2018/03/31 22:30:00,22:30:00,AUTOTH,Motor Vehicle Theft,8,2018/03/31 23:25:56,25738,44.95120513,-93.25629147,"-10,381,242.8802","5,613,843.0002",MIDTOWN PHILLIPS,2018/04/01 01:57:35,2018/04/01 20:00:34
637,0010XX 7 ST N,3750562,MP 2018 102450,4,2018/03/31 21:40:00,2018/03/31 21:14:59,21:15:00,TFMV,Theft From Motr Vehc,7,2018/03/31 23:48:29,18814,44.9875954,-93.28873868,"-10,384,854.8871","5,619,568.8476",SUMNER - GLENWOOD,2018/04/01 05:07:29,2018/04/01 20:00:34
638,0001XX Glenwood AV ,3750569,MP 2018 102585,4,2018/04/01 00:27:00,2018/03/31 21:59:59,22:00:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/01 00:21:12,19660,44.97915602,-93.28539129,"-10,384,482.2571","5,618,240.6243",NORTH LOOP,2018/04/01 04:50:41,2018/04/01 20:00:34
